Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,Season
SP1,22/10/06,Mallorca,Sociedad,0,0,D,0,0,D,13,1,3,0,21,24,9,6,2,3,0,1,1.9,3.25,4.0,2006-2007
SP1,22/10/06,Real Madrid,Barcelona,2,0,H,1,0,H,18,14,6,2,26,12,2,5,4,2,0,0,2.5,3.2,2.75,2006-2007
SP1,22/10/06,Recreativo,Getafe,1,2,A,0,1,A,19,11,8,7,17,17,8,2,2,4,0,0,2.37,3.1,3.0,2006-2007
SP1,22/10/06,Sevilla,Gimnastic,2,1,H,2,0,H,12,8,9,5,2,4,1,2,3,4,0,0,1.33,4.5,9.5,2006-2007
SP1,22/10/06,Valencia,Osasuna,1,0,H,1,0,H,9,10,2,5,12,11,6,5,0,3,1,0,1.5,4.0,6.0,2006-2007
SP1,28/10/06,Barcelona,Recreativo,3,0,H,1,0,H,12,6,8,4,22,14,0,3,2,2,0,0,1.16,6.5,15.0,2006-2007
SP1,28/10/06,Gimnastic,Real Madrid,1,3,A,1,1,D,14,12,4,5,29,14,12,6,3,1,0,0,7.5,4.0,1.44,2006-2007
SP1,28/10/06,Santander,Valencia,1,0,H,0,0,D,7,5,4,1,19,23,5,5,5,0,0,1,4.33,3.3,1.83,2006-2007
SP1,29/10/06,Ath Madrid,Zaragoza,0,1,A,0,0,D,16,5,5,2,17,19,5,1,1,4,0,0,1.9,3.25,4.0,2006-2007
SP1,29/10/06,Betis,Mallorca,0,1,A,0,0,D,5,13,1,1,18,23,2,4,2,5,1,0,2.0,3.2,3.75,2006-2007
SP1,29/10/06,Celta,Sevilla,1,2,A,1,1,D,11,11,5,7,13,11,2,5,3,2,0,0,2.5,3.2,2.75,2006-2007
SP1,29/10/06,Getafe,La Coruna,2,0,H,1,0,H,11,10,5,4,13,15,8,1,0,2,0,0,2.37,3.2,2.9,2006-2007
SP1,29/10/06,Levante,Espanol,0,0,D,0,0,D,12,7,4,0,27,19,8,0,3,3,0,0,2.25,3.25,3.1,2006-2007
SP1,29/10/06,Osasuna,Ath Bilbao,1,1,D,0,1,A,10,12,3,5,16,15,8,7,4,2,0,0,2.0,3.2,3.75,2006-2007
SP1,29/10/06,Sociedad,Villarreal,0,1,A,0,0,D,14,10,3,5,10,17,7,7,1,1,0,0,2.87,3.2,2.4,2006-2007
SP1,4/11/2006,La Coruna,Barcelona,1,1,D,0,1,A,21,11,4,2,16,27,5,2,4,6,0,0,4.33,3.3,1.83,2006-2007
SP1,4/11/2006,Levante,Sociedad,2,0,H,1,0,H,11,10,3,3,22,15,6,2,4,1,0,0,2.0,3.2,3.75,2006-2007
SP1,4/11/2006,Mallorca,Ath Madrid,0,0,D,0,0,D,13,9,1,3,19,15,2,8,2,2,0,0,2.6,3.1,2.7,2006-2007
SP1,5/11/2006,Ath Bilbao,Santander,0,0,D,0,0,D,7,13,1,2,12,17,7,4,0,3,1,0,2.1,3.1,3.6,2006-2007
SP1,5/11/2006,Espanol,Valencia,1,1,D,1,1,D,19,9,5,3,24,20,1,5,2,3,1,0,3.75,3.2,2.0,2006-2007
SP1,5/11/2006,Real Madrid,Celta,1,2,A,1,1,D,18,10,6,3,23,22,14,3,3,2,0,0,1.36,4.33,9.0,2006-2007
SP1,5/11/2006,Recreativo,Gimnastic,2,1,H,1,1,D,15,8,9,2,13,27,9,2,1,4,0,1,1.9,3.25,4.0,2006-2007
SP1,5/11/2006,Sevilla,Osasuna,2,0,H,0,0,D,24,8,15,4,19,24,7,5,3,8,0,0,1.5,3.6,7.5,2006-2007
SP1,5/11/2006,Villarreal,Betis,3,2,H,1,1,D,10,10,6,2,20,16,3,6,3,1,0,0,1.66,3.4,5.5,2006-2007
SP1,5/11/2006,Zaragoza,Getafe,3,1,H,1,0,H,19,9,10,3,19,16,10,3,2,3,0,1,1.9,3.25,4.0,2006-2007
SP1,11/11/2006,Ath Madrid,Villarreal,3,1,H,2,1,H,25,7,13,3,20,15,13,1,3,2,0,1,2.1,3.1,3.6,2006-2007
SP1,11/11/2006,Valencia,Ath Bilbao,1,1,D,1,0,H,9,13,3,2,22,21,8,6,1,2,0,0,1.44,4.0,7.5,2006-2007
SP1,12/11/2006,Barcelona,Zaragoza,3,1,H,1,1,D,9,12,4,4,23,16,7,5,4,5,1,1,1.44,4.0,7.5,2006-2007
SP1,12/11/2006,Betis,Levante,2,1,H,1,0,H,12,17,4,6,17,20,3,4,2,3,0,1,2.0,3.2,3.8,2006-2007
SP1,12/11/2006,Celta,Recreativo,1,2,A,0,0,D,12,13,4,5,14,20,11,2,2,1,1,0,1.75,3.5,4.5,2006-2007
SP1,12/11/2006,Getafe,Mallorca,1,0,H,0,0,D,13,12,2,3,24,17,5,6,2,2,0,0,2.0,3.2,3.75,2006-2007
SP1,12/11/2006,Gimnastic,La Coruna,0,0,D,0,0,D,7,12,2,4,14,14,5,3,1,1,0,0,2.9,3.2,2.37,2006-2007
SP1,12/11/2006,Osasuna,Real Madrid,1,4,A,0,3,A,15,13,7,6,23,20,5,2,7,1,0,0,4.33,3.4,1.8,2006-2007
SP1,12/11/2006,Santander,Sevilla,0,0,D,0,0,D,9,11,3,0,27,17,5,4,1,4,0,0,3.75,3.2,2.0,2006-2007
SP1,12/11/2006,Sociedad,Espanol,1,1,D,1,0,H,6,8,3,4,23,16,8,4,1,2,0,0,2.37,3.1,3.0,2006-2007
SP1,18/11/06,Real Madrid,Santander,3,1,H,1,0,H,13,17,6,10,25,19,4,5,6,4,1,0,1.25,5.0,13.0,2006-2007
